id,gen,varsta,educatie,regiune,mediu,salariu_lunar_net_lei,promovat
2439,F,26,Masterat,Sud-Muntenia,Rural,5713.0,Da
2440,F,44,Liceu,Sud-Vest Oltenia,Rural,3386.0,Da
2441,M,52,Liceu,Sud-Est,Rural,4164.0,Nu
2442,F,32,Liceu,Sud-Vest Oltenia,Urban,3883.0,Da
2443,F,41,Primar,Bucuresti-Ilfov,Urban,5307.0,Nu
2444,M,54,Gimnaziu,Sud-Vest Oltenia,Urban,3867.0,Da
2445,F,36,Facultate,Sud-Vest Oltenia,Urban,3888.0,Nu
2446,F,60,Postliceal,Nord-Est,Urban,4365.0,Nu
2447,F,35,Masterat,Sud-Muntenia,Rural,4098.0,Nu
2448,M,39,Liceu,Nord-Vest,Rural,4043.0,Nu
2449,F,33,Doctorat,Bucuresti-Ilfov,Rural,7246.0,Da
2450,F,67,Facultate,Centru,Urban,5918.0,Da
2451,F,28,Gimnaziu,Nord-Vest,Urban,4380.0,Nu
2452,F,43,Profesional,Bucuresti-Ilfov,Urban,6227.0,Nu
2453,F,46,Liceu,Vest,Rural,3424.0,Da
2454,F,47,Liceu,Sud-Vest Oltenia,Urban,2822.0,Da
2455,F,33,Facultate,Bucuresti-Ilfov,Urban,5987.0,Nu
2456,F,55,Facultate,Sud-Muntenia,Rural,3494.0,Nu
2457,F,55,,Sud-Est,Rural,3003.0,Da
2458,F,33,Liceu,Sud-Muntenia,Rural,3122.0,Da
2459,F,44,Liceu,Nord-Vest,Urban,3993.0,Da
2460,M,48,Facultate,Nord-Vest,Urban,7162.0,Nu
2461,M,31,,Bucuresti-Ilfov,Rural,7555.0,Da
2462,F,44,Liceu,Bucuresti-Ilfov,Urban,5015.0,Nu
2463,F,33,Postliceal,Nord-Est,Urban,4164.0,Nu
2464,F,32,Facultate,Bucuresti-Ilfov,Rural,5011.0,Da
2465,F,32,Profesional,Vest,Rural,3687.0,Nu
2466,F,51,Postliceal,Nord-Vest,Urban,4408.0,Da
2467,M,51,Facultate,Nord-Vest,Rural,5182.0,Da
2468,F,59,Masterat,Nord-Vest,Rural,6434.0,Da
2469,M,45,Postliceal,Bucuresti-Ilfov,Rural,4636.0,Da
2470,M,42,Postliceal,Bucuresti-Ilfov,Rural,5659.0,Da
2471,M,37,Masterat,Nord-Est,Rural,6432.0,Nu
2472,M,52,Facultate,Sud-Vest Oltenia,Rural,4947.0,Nu
2473,F,31,Masterat,Sud-Vest Oltenia,Urban,6833.0,Da
2474,F,48,Masterat,Nord-Vest,Rural,4804.0,Da
2475,F,37,Facultate,Vest,Rural,4633.0,Nu
2476,F,18,Primar,Sud-Vest Oltenia,Urban,2200.0,Da
2477,M,56,Facultate,Nord-Est,Urban,6674.0,Da
2478,M,57,Facultate,Vest,Rural,6873.0,Nu
2479,M,60,Postliceal,Centru,Rural,4761.0,Nu
2480,F,41,Liceu,Sud-Muntenia,Urban,4479.0,Da
2481,F,40,Liceu,Nord-Est,Urban,3873.0,Da
2482,F,64,Facultate,Bucuresti-Ilfov,Rural,5697.0,Da
2483,M,36,Gimnaziu,Sud-Est,Rural,3774.0,Nu
2484,M,33,Facultate,Nord-Vest,Urban,6692.0,Nu
2485,M,42,Primar,Sud-Vest Oltenia,Rural,2932.0,Nu
2486,F,34,Facultate,Sud-Est,Rural,4187.0,Nu
2487,F,43,Primar,Bucuresti-Ilfov,Urban,4169.0,Da
2488,F,25,Liceu,Nord-Est,Urban,3652.0,Nu
2489,F,34,Masterat,Nord-Est,Rural,4381.0,Da
2490,F,50,Liceu,Sud-Vest Oltenia,Urban,4095.0,Da
2491,F,45,Facultate,Bucuresti-Ilfov,Urban,7134.0,Da
2492,M,32,Facultate,Sud-Muntenia,Urban,5731.0,Da
2493,F,41,Facultate,Nord-Est,Urban,4682.0,Nu
2494,F,41,Profesional,Sud-Muntenia,Urban,4957.0,Nu
2495,F,41,Liceu,Sud-Est,Urban,4107.0,Nu
2496,F,34,Liceu,Nord-Est,Urban,3180.0,Da
2497,M,50,Profesional,Sud-Vest Oltenia,Rural,4375.0,Nu
2498,F,43,Facultate,Vest,Rural,4331.0,Da
2499,F,53,Facultate,Nord-Vest,Rural,5494.0,Da
2500,F,46,Liceu,Nord-Est,Rural,3494.0,Da
2501,M,50,Profesional,Bucuresti-Ilfov,Urban,6263.0,Nu
2502,F,52,Facultate,Bucuresti-Ilfov,Rural,6062.0,Nu
2503,M,48,Liceu,Nord-Vest,Rural,2993.0,Nu
2504,M,58,Liceu,Sud-Est,Rural,2864.0,Nu
2505,M,54,Liceu,Centru,Urban,5607.0,Da
2506,M,46,Masterat,Nord-Vest,Rural,7232.0,Nu
2507,F,38,Facultate,Bucuresti-Ilfov,Urban,5933.0,Da
2508,M,25,Postliceal,Centru,Rural,4357.0,Da
2509,M,50,Liceu,Sud-Est,Urban,3074.0,Nu
2510,F,45,Profesional,Nord-Vest,Rural,3577.0,Nu
2511,M,67,Facultate,Bucuresti-Ilfov,Rural,6538.0,Da
2512,M,42,Facultate,Sud-Muntenia,Urban,5616.0,Nu
2513,M,34,Liceu,Centru,Rural,3508.0,Nu
2514,F,29,Liceu,Centru,Urban,4820.0,Nu
2515,F,26,Masterat,Centru,Urban,5588.0,Nu
2516,M,22,Liceu,Nord-Vest,Rural,2989.0,Nu
2517,F,49,Liceu,Centru,Urban,4387.0,Da
2518,M,32,Postliceal,Sud-Vest Oltenia,Rural,3393.0,Nu
2519,F,53,Facultate,Vest,Urban,6604.0,Nu
2520,M,48,Liceu,Vest,Urban,4693.0,Nu
2521,M,41,Liceu,Bucuresti-Ilfov,Urban,6473.0,Da
2522,F,28,Liceu,Nord-Est,Urban,4228.0,Da
2523,M,45,Liceu,Bucuresti-Ilfov,Rural,4231.0,Da
2524,M,41,Profesional,Centru,Rural,3866.0,Da
2525,M,33,Profesional,Centru,Rural,5275.0,Da
2526,M,18,Liceu,Bucuresti-Ilfov,Rural,4503.0,Da
2527,F,53,Facultate,Nord-Vest,Rural,4257.0,Nu
2528,F,30,Liceu,Sud-Est,Urban,4261.0,Da
2529,F,40,Facultate,Sud-Muntenia,Urban,5425.0,Nu
2530,M,35,Postliceal,Vest,Rural,3950.0,Da
2531,M,34,Doctorat,Nord-Est,Rural,,Nu
2532,M,50,Facultate,Sud-Est,Rural,5262.0,Da
2533,M,53,Facultate,Nord-Vest,Rural,,Nu
2534,M,28,Masterat,Sud-Vest Oltenia,Urban,5465.0,Nu
2535,M,26,Facultate,Vest,Urban,6412.0,Nu
2536,M,67,Facultate,Vest,Rural,6423.0,Da
2537,M,41,Facultate,Sud-Muntenia,Rural,5296.0,Da
2538,F,24,Liceu,Centru,Urban,2442.0,Nu
2539,M,56,Doctorat,Bucuresti-Ilfov,Urban,8562.0,Da
2540,F,18,Postliceal,Sud-Vest Oltenia,Urban,3402.0,Nu
2541,F,46,Facultate,Vest,Urban,5376.0,Nu
2542,M,25,Liceu,Sud-Est,Urban,4081.0,Da
2543,M,57,Postliceal,Nord-Est,Urban,4325.0,Nu
2544,F,40,Gimnaziu,Vest,Urban,4349.0,Nu
2545,F,21,Gimnaziu,Nord-Est,Rural,2200.0,Nu
2546,F,37,Profesional,Centru,Urban,4513.0,Nu
2547,F,32,Liceu,Sud-Vest Oltenia,Urban,4119.0,Nu
2548,M,43,Gimnaziu,Sud-Muntenia,Rural,3428.0,Da
2549,F,32,Doctorat,Centru,Rural,6083.0,Da
2550,F,42,Liceu,Nord-Vest,Rural,4081.0,Da
2551,M,62,Facultate,Centru,Urban,6966.0,Nu
2552,F,21,Liceu,Sud-Est,Rural,2925.0,Nu
2553,M,39,Masterat,Nord-Est,Urban,5252.0,Nu
2554,M,25,Facultate,Vest,Urban,5410.0,Da
2555,M,36,Liceu,Sud-Est,Rural,3293.0,Nu
2556,M,52,Liceu,Sud-Muntenia,Rural,3610.0,Da
2557,M,36,Gimnaziu,Bucuresti-Ilfov,Urban,5621.0,Nu
2558,M,47,Facultate,Sud-Vest Oltenia,Rural,5153.0,Da
2559,M,45,Gimnaziu,Sud-Muntenia,Urban,2838.0,Nu
2560,F,41,Liceu,Nord-Est,Rural,3260.0,Nu
2561,M,47,Masterat,Nord-Est,Rural,5222.0,Nu
2562,M,45,Liceu,Nord-Vest,Rural,3764.0,Nu
2563,M,56,Liceu,Vest,Rural,5525.0,Da
2564,F,46,Facultate,Vest,Urban,7186.0,Da
2565,M,31,Masterat,Sud-Est,Rural,5606.0,Da
2566,M,47,Masterat,Bucuresti-Ilfov,Urban,9059.0,Nu
2567,F,35,Facultate,Nord-Vest,Urban,5406.0,Da
2568,M,47,Postliceal,Centru,Rural,5336.0,Da
2569,M,67,Postliceal,Sud-Muntenia,Urban,6080.0,Da
2570,F,49,Masterat,Sud-Vest Oltenia,Rural,5544.0,Da
2571,M,35,Facultate,Sud-Est,Rural,5118.0,Da
2572,F,31,Masterat,Nord-Est,Rural,5603.0,Da
2573,F,36,Liceu,Nord-Est,Urban,3383.0,Nu
2574,M,37,Profesional,Sud-Muntenia,Urban,4146.0,Nu
2575,F,47,Liceu,Sud-Vest Oltenia,Urban,3346.0,Nu
2576,M,24,Liceu,Centru,Urban,5629.0,Nu
2577,F,40,Postliceal,Bucuresti-Ilfov,Rural,4030.0,Nu
2578,F,18,Profesional,Sud-Muntenia,Rural,2200.0,Da
2579,F,61,Primar,Sud-Muntenia,Rural,3386.0,Nu
2580,F,47,Profesional,Centru,Urban,5681.0,Da
2581,M,27,Profesional,Sud-Vest Oltenia,Rural,3371.0,Da
2582,M,34,Primar,Sud-Muntenia,Rural,2200.0,Da
2583,F,57,Masterat,Nord-Est,Urban,5809.0,Nu
2584,F,46,Liceu,Nord-Est,Urban,4576.0,Nu
2585,F,29,Liceu,Nord-Est,Urban,2860.0,Nu
2586,F,53,Liceu,Sud-Muntenia,Urban,3686.0,Da
2587,M,62,Facultate,Sud-Est,Urban,4569.0,Nu
2588,M,57,Profesional,Nord-Est,Rural,3217.0,Da
2589,F,34,Gimnaziu,Sud-Muntenia,Urban,3345.0,Nu
2590,M,26,Liceu,Vest,Rural,3831.0,Nu
2591,F,25,Gimnaziu,Bucuresti-Ilfov,Urban,4870.0,Nu
2592,M,51,Masterat,Vest,Urban,7451.0,Nu
2593,M,36,Profesional,Bucuresti-Ilfov,Urban,5752.0,Nu
2594,F,44,Masterat,Centru,Urban,6257.0,Nu
2595,F,37,Liceu,Nord-Vest,Urban,4238.0,Nu
2596,F,52,Liceu,Nord-Est,Urban,4190.0,Da
2597,M,24,Liceu,Sud-Muntenia,Urban,3730.0,Da
2598,M,40,Primar,Sud-Muntenia,Rural,2200.0,Da
2599,M,46,Liceu,Centru,Rural,4042.0,Da
2600,F,33,Gimnaziu,Nord-Est,Urban,3423.0,Nu
2601,M,24,Profesional,Sud-Est,Urban,3517.0,Da
2602,F,33,Facultate,Vest,Rural,4761.0,Nu
2603,F,27,Primar,Sud-Muntenia,Rural,2543.0,Nu
2604,M,33,Profesional,Nord-Est,Rural,3703.0,Nu
2605,M,18,Masterat,Sud-Muntenia,Urban,6070.0,Da
2606,M,48,Profesional,Nord-Est,Urban,4122.0,Da
2607,F,40,Profesional,Sud-Muntenia,Urban,3587.0,Nu
2608,M,30,Profesional,Sud-Muntenia,Rural,3406.0,Da
2609,F,45,Postliceal,Sud-Muntenia,Urban,5690.0,Nu
2610,M,50,Facultate,Sud-Muntenia,Urban,7065.0,Da
2611,F,32,Liceu,Nord-Vest,Rural,2200.0,Nu
2612,M,40,Primar,Sud-Est,Urban,3818.0,Da
2613,F,42,Liceu,Sud-Est,Rural,3787.0,Da
2614,M,61,Liceu,Sud-Muntenia,Rural,4012.0,Nu
2615,M,37,Primar,Nord-Vest,Urban,4125.0,Nu
2616,M,29,Masterat,Sud-Est,Urban,6988.0,Nu
2617,M,44,Liceu,Nord-Vest,Rural,4365.0,Da
2618,F,24,Facultate,Sud-Muntenia,Urban,4728.0,Nu
2619,M,54,Masterat,Centru,Rural,6671.0,Da
2620,F,25,Masterat,Nord-Est,Urban,4818.0,Nu
2621,F,27,Facultate,Sud-Est,Rural,4503.0,Nu
2622,M,34,Liceu,Nord-Vest,Rural,2619.0,Nu
2623,M,61,Gimnaziu,Sud-Est,Urban,3742.0,Da
2624,F,56,Facultate,Sud-Vest Oltenia,Urban,6284.0,Nu
2625,F,49,Liceu,Sud-Est,Urban,4570.0,Nu
2626,M,56,Facultate,Centru,Rural,4909.0,Nu
2627,M,30,Liceu,Nord-Est,Urban,3855.0,Nu
2628,F,29,Primar,Nord-Est,Urban,3152.0,Da
2629,F,49,Postliceal,Centru,Rural,2964.0,Da
2630,F,25,Primar,Bucuresti-Ilfov,Rural,3310.0,Nu
2631,F,44,Facultate,Nord-Est,Urban,5820.0,Nu
2632,M,20,Primar,Sud-Muntenia,Rural,2615.0,Nu
2633,F,59,Liceu,Vest,Urban,4318.0,Da
2634,F,25,Masterat,Sud-Est,Rural,4928.0,Da
2635,M,28,Profesional,Nord-Est,Urban,3898.0,Nu
2636,F,35,Primar,Nord-Est,Rural,2581.0,Nu
2637,F,67,Primar,Bucuresti-Ilfov,Urban,4293.0,Nu
2638,F,37,Liceu,Nord-Est,Rural,2666.0,Da
2639,F,33,Facultate,Sud-Muntenia,Urban,4416.0,Nu
2640,F,58,Gimnaziu,Nord-Est,Urban,3983.0,Nu
2641,M,45,Profesional,Bucuresti-Ilfov,Urban,5604.0,Nu
2642,F,49,Masterat,Sud-Vest Oltenia,Rural,5620.0,Nu
2643,M,36,Masterat,Vest,Urban,8159.0,Nu
2644,F,47,Masterat,Nord-Vest,Urban,6633.0,Nu
2645,F,18,Facultate,Sud-Muntenia,Urban,4192.0,Da
2646,M,61,Liceu,Sud-Vest Oltenia,Rural,2584.0,Da
2647,F,42,Liceu,Sud-Muntenia,Rural,2200.0,Da
2648,M,36,Liceu,Nord-Est,Urban,4079.0,Da
2649,M,37,Postliceal,Nord-Vest,Urban,5438.0,Nu
2650,M,22,Gimnaziu,Nord-Vest,Urban,3806.0,Nu
2651,F,27,Liceu,Sud-Muntenia,Urban,2961.0,Nu
2652,M,47,Masterat,Sud-Muntenia,Urban,6894.0,Da
2653,M,40,Liceu,Centru,Rural,3570.0,Nu
2654,M,49,Postliceal,Centru,Rural,4109.0,Da
2655,M,40,Gimnaziu,Sud-Est,Urban,3451.0,Nu
2656,F,41,Gimnaziu,Centru,Rural,3153.0,Nu
2657,M,39,Liceu,Vest,Rural,4740.0,Nu
2658,M,19,Facultate,Vest,Rural,4126.0,Nu
2659,M,30,Postliceal,Centru,Urban,4114.0,Da
2660,M,29,Profesional,Bucuresti-Ilfov,Urban,4928.0,Da
2661,M,51,Gimnaziu,Vest,Urban,4247.0,Nu
2662,M,58,Liceu,Bucuresti-Ilfov,Rural,6052.0,Da
2663,F,46,Facultate,Nord-Est,Rural,3480.0,Nu
2664,F,41,Facultate,Sud-Muntenia,Urban,4900.0,Nu
2665,F,52,Profesional,Vest,Urban,4313.0,Nu
2666,M,18,Facultate,Bucuresti-Ilfov,Urban,6324.0,Da
2667,M,32,Liceu,Nord-Est,Rural,2254.0,Nu
2668,M,49,Profesional,Centru,Urban,4811.0,Da
2669,F,31,Postliceal,Sud-Est,Urban,5144.0,Da
2670,F,47,Liceu,Nord-Est,Rural,2653.0,Nu
2671,F,33,Facultate,Sud-Muntenia,Urban,4974.0,Nu
2672,M,37,Liceu,Nord-Est,Urban,4489.0,Da
2673,M,39,Facultate,Sud-Est,Urban,4956.0,Nu
2674,F,43,Masterat,Nord-Vest,Rural,6833.0,Nu
2675,M,29,Primar,Nord-Est,Rural,2230.0,Nu
2676,F,63,Facultate,Sud-Est,Urban,6102.0,Da
2677,M,41,Liceu,Bucuresti-Ilfov,Urban,6021.0,Nu
2678,M,59,Gimnaziu,Sud-Vest Oltenia,Rural,3375.0,Nu
2679,M,44,Facultate,Sud-Vest Oltenia,Rural,5631.0,Da
2680,F,47,Liceu,Nord-Vest,Urban,3666.0,Nu
2681,F,53,Postliceal,Vest,Urban,5239.0,Nu
2682,F,46,Facultate,Nord-Est,Urban,4722.0,Nu
2683,M,43,Profesional,Vest,Urban,6218.0,Nu
2684,F,29,Postliceal,Sud-Est,Urban,3939.0,Nu
2685,M,25,Postliceal,Nord-Est,Rural,3553.0,Nu
2686,F,41,Facultate,Nord-Est,Rural,4358.0,Nu
2687,M,44,Liceu,Nord-Vest,Rural,3456.0,Nu
2688,M,36,Gimnaziu,Vest,Rural,3547.0,Da
2689,M,19,Gimnaziu,Bucuresti-Ilfov,Rural,4176.0,Nu
2690,M,37,Liceu,Nord-Vest,Urban,5217.0,Nu
2691,F,63,Facultate,Sud-Vest Oltenia,Rural,3890.0,Nu
2692,M,55,Postliceal,Centru,Urban,4819.0,Nu
2693,F,42,Primar,Sud-Est,Rural,2200.0,Nu
2694,F,48,Gimnaziu,Nord-Vest,Rural,4412.0,Nu
2695,F,67,Liceu,Sud-Vest Oltenia,Rural,3008.0,Nu
2696,M,37,Gimnaziu,Sud-Est,Urban,4059.0,Nu
2697,M,61,,Nord-Vest,Rural,4468.0,Nu
2698,M,53,Facultate,Centru,Urban,7115.0,Da
2699,M,48,Postliceal,Centru,Urban,5419.0,Da
2700,M,44,Liceu,Nord-Vest,Urban,4942.0,Da
2701,F,22,Masterat,Centru,Rural,4582.0,Da
2702,F,36,Masterat,Nord-Est,Rural,4848.0,Nu
2703,M,18,Doctorat,Sud-Vest Oltenia,Rural,6659.0,Da
2704,M,36,Profesional,Nord-Est,Rural,2837.0,Da
2705,M,66,Gimnaziu,Nord-Vest,Urban,5057.0,Nu
2706,M,53,Profesional,Bucuresti-Ilfov,Rural,,Nu
2707,M,46,Masterat,Sud-Est,Rural,6381.0,Nu
2708,F,56,Liceu,Bucuresti-Ilfov,Urban,5499.0,Nu
2709,M,47,Gimnaziu,Sud-Est,Rural,3743.0,Nu
2710,F,38,Facultate,Nord-Est,Urban,5389.0,Nu
2711,M,29,Facultate,Sud-Est,Urban,6408.0,Da
2712,M,34,Postliceal,Nord-Vest,Urban,4833.0,Nu
2713,M,24,Liceu,Nord-Vest,Urban,4115.0,Nu
2714,F,27,Liceu,Nord-Vest,Rural,3548.0,Nu
2715,F,19,Facultate,Nord-Est,Urban,5377.0,Nu
2716,M,46,Profesional,Bucuresti-Ilfov,Urban,6338.0,Da
2717,M,27,Profesional,Nord-Vest,Urban,4856.0,Da
2718,M,46,Masterat,Vest,Urban,6643.0,Da
2719,F,22,Gimnaziu,Centru,Urban,4654.0,Da
2720,M,40,Primar,Sud-Muntenia,Urban,3704.0,Nu
2721,M,27,Liceu,Nord-Vest,Rural,5328.0,Da
2722,F,18,Postliceal,Sud-Muntenia,Urban,,Nu
2723,F,27,Profesional,Bucuresti-Ilfov,Urban,5043.0,Da
2724,M,44,Primar,Bucuresti-Ilfov,Urban,6506.0,Nu
2725,M,42,Primar,Nord-Vest,Rural,3505.0,Nu
2726,F,48,Liceu,Vest,Urban,6066.0,Da
2727,M,44,Liceu,Sud-Vest Oltenia,Urban,3834.0,Nu
2728,M,28,Facultate,Vest,Urban,5646.0,Da
2729,F,52,Masterat,Sud-Est,Urban,6394.0,Da
2730,M,39,Postliceal,Sud-Vest Oltenia,Rural,3724.0,Nu
2731,F,37,Gimnaziu,Sud-Est,Urban,2760.0,Da
2732,M,44,Liceu,Sud-Est,Urban,4420.0,Nu
2733,F,47,Masterat,Nord-Est,Urban,6396.0,Nu
2734,F,41,Gimnaziu,Nord-Est,Rural,2200.0,Nu
2735,F,37,Gimnaziu,Sud-Est,Urban,2880.0,Nu
2736,M,51,Masterat,Sud-Vest Oltenia,Rural,7072.0,Nu
2737,F,54,Liceu,Sud-Muntenia,Rural,3155.0,Nu
2738,F,47,Gimnaziu,Centru,Rural,2762.0,Da
2739,M,39,Liceu,Sud-Muntenia,Rural,2856.0,Nu
2740,F,38,Liceu,Bucuresti-Ilfov,Urban,5468.0,Nu
2741,F,21,Liceu,Bucuresti-Ilfov,Urban,3960.0,Da
2742,F,63,Liceu,Sud-Muntenia,Urban,3742.0,Nu
2743,F,30,Postliceal,Nord-Vest,Urban,4077.0,Nu
2744,F,51,Primar,Bucuresti-Ilfov,Rural,4325.0,Nu
2745,F,49,Doctorat,Sud-Muntenia,Rural,6002.0,Da
2746,F,41,Liceu,Bucuresti-Ilfov,Urban,5936.0,Nu
2747,M,61,Postliceal,Vest,Urban,5654.0,Nu
2748,F,33,Facultate,Centru,Rural,3733.0,Nu
2749,M,42,Facultate,Sud-Est,Rural,5753.0,Nu
2750,M,30,Postliceal,Sud-Vest Oltenia,Urban,4835.0,Da
2751,M,27,Liceu,Bucuresti-Ilfov,Rural,4747.0,Da
2752,M,31,Liceu,Bucuresti-Ilfov,Urban,5283.0,Da
2753,M,67,Facultate,Sud-Est,Urban,6521.0,Nu
2754,F,60,Liceu,Bucuresti-Ilfov,Urban,5837.0,Nu
2755,M,21,Liceu,Sud-Vest Oltenia,Urban,3786.0,Da
2756,M,51,Facultate,Vest,Urban,6005.0,Nu
2757,M,37,Facultate,Sud-Est,Urban,5530.0,Da
2758,M,32,Facultate,Sud-Vest Oltenia,Rural,4661.0,Nu
2759,F,36,Postliceal,Vest,Rural,4208.0,Nu
2760,M,64,Liceu,Sud-Est,Urban,5301.0,Nu
2761,F,48,Gimnaziu,Bucuresti-Ilfov,Urban,5186.0,Nu
2762,M,33,Liceu,Nord-Est,Urban,2985.0,Da
2763,M,33,Profesional,Centru,Urban,5264.0,Nu
2764,F,32,Facultate,Bucuresti-Ilfov,Urban,5864.0,Da
2765,M,35,Gimnaziu,Centru,Rural,3341.0,Nu
2766,M,53,Liceu,Vest,Rural,4231.0,Nu
2767,M,55,Liceu,Sud-Muntenia,Urban,4418.0,Da
2768,M,56,Gimnaziu,Centru,Rural,4249.0,Nu
2769,F,31,Masterat,Vest,Rural,5494.0,Nu
2770,M,46,Liceu,Nord-Est,Rural,2242.0,Da
2771,M,50,Masterat,Bucuresti-Ilfov,Rural,6150.0,Da
2772,F,34,,Sud-Est,Urban,3461.0,Nu
2773,F,42,Liceu,Sud-Est,Urban,3912.0,Da
2774,F,46,Liceu,Sud-Muntenia,Rural,2223.0,Da
2775,M,56,Liceu,Bucuresti-Ilfov,Urban,6149.0,Da
2776,M,20,Facultate,Vest,Urban,6880.0,Nu
2777,M,54,Profesional,Centru,Rural,5413.0,Nu
2778,F,28,Liceu,Bucuresti-Ilfov,Urban,5385.0,Da
2779,M,35,Masterat,Nord-Vest,Urban,7450.0,Da
2780,M,28,Liceu,Sud-Muntenia,Rural,2998.0,Nu
2781,M,49,Facultate,Bucuresti-Ilfov,Urban,8184.0,Da
2782,M,49,Liceu,Bucuresti-Ilfov,Rural,4768.0,Nu
2783,M,31,Facultate,Vest,Urban,6591.0,Da
2784,M,36,Liceu,Nord-Vest,Urban,5000.0,Da
2785,F,41,Gimnaziu,Sud-Est,Urban,4347.0,Nu
2786,F,37,,Vest,Urban,4849.0,Da
2787,M,42,Profesional,Bucuresti-Ilfov,Urban,5824.0,Da
2788,F,30,Liceu,Centru,Rural,2739.0,Nu
2789,M,45,Profesional,Sud-Muntenia,Urban,3760.0,Da
2790,M,30,Primar,Sud-Muntenia,Urban,3686.0,Da
2791,M,49,Postliceal,Bucuresti-Ilfov,Rural,6356.0,Da
2792,F,61,Liceu,Sud-Est,Urban,3442.0,Da
2793,F,44,Profesional,Bucuresti-Ilfov,Urban,5856.0,Nu
2794,F,18,Masterat,Sud-Est,Rural,5060.0,Nu
2795,M,36,Gimnaziu,Sud-Muntenia,Rural,4094.0,Nu
2796,M,40,Postliceal,Nord-Vest,Urban,4271.0,Da
2797,F,48,Liceu,Nord-Est,Urban,2879.0,Nu
2798,F,39,Gimnaziu,Bucuresti-Ilfov,Urban,5304.0,Nu
2799,F,39,Liceu,Nord-Vest,Urban,3392.0,Da
2800,F,18,Facultate,Sud-Est,Rural,3231.0,Nu
2801,M,27,Facultate,Nord-Vest,Rural,5252.0,Nu
2802,M,30,Liceu,Vest,Rural,4430.0,Nu
2803,M,52,Liceu,Sud-Muntenia,Urban,4650.0,Da
2804,F,51,Liceu,Nord-Vest,Urban,5261.0,Da
2805,F,48,Liceu,Bucuresti-Ilfov,Urban,5624.0,Da
2806,M,48,Postliceal,Nord-Est,Urban,4731.0,Da
2807,M,67,Gimnaziu,Vest,Rural,3664.0,Da
2808,M,40,,Nord-Est,Rural,4076.0,Nu
2809,F,41,Liceu,Centru,Rural,2742.0,Nu
2810,M,33,Facultate,Sud-Est,Rural,4437.0,Da
2811,F,42,Liceu,Nord-Est,Rural,2879.0,Nu
2812,F,36,,Nord-Est,Rural,3110.0,Nu
2813,F,44,Liceu,Sud-Muntenia,Urban,3631.0,Nu
2814,M,46,Primar,Bucuresti-Ilfov,Rural,4281.0,Nu
2815,M,43,Masterat,Centru,Urban,7082.0,Nu
2816,M,35,Gimnaziu,Nord-Vest,Urban,4014.0,Nu
2817,M,51,Postliceal,Vest,Urban,5065.0,Nu
2818,F,57,Liceu,Nord-Vest,Rural,3502.0,Nu
2819,M,52,Primar,Nord-Est,Rural,2302.0,Da
2820,F,45,Masterat,Sud-Muntenia,Rural,5782.0,Da
2821,M,25,Facultate,Sud-Muntenia,Rural,4078.0,Nu
2822,F,24,Liceu,Sud-Muntenia,Urban,2971.0,Nu
2823,M,44,Liceu,Bucuresti-Ilfov,Rural,4679.0,Nu
2824,M,37,Facultate,Vest,Rural,5046.0,Da
2825,M,41,Facultate,Vest,Rural,5508.0,Nu
2826,F,45,Doctorat,Sud-Muntenia,Urban,6340.0,Nu
2827,F,53,Profesional,Centru,Urban,4888.0,Nu
2828,F,24,Postliceal,Sud-Vest Oltenia,Rural,3428.0,Da
2829,M,32,Gimnaziu,Nord-Vest,Rural,3826.0,Nu
2830,F,60,Liceu,Sud-Est,Rural,3445.0,Nu
2831,F,61,Liceu,Sud-Est,Rural,2200.0,Nu
2832,F,34,Liceu,Sud-Muntenia,Rural,2719.0,Nu
2833,M,39,Facultate,Sud-Est,Urban,5858.0,Da
2834,M,26,Primar,Sud-Muntenia,Rural,2539.0,Nu
2835,M,37,Gimnaziu,Centru,Urban,4012.0,Nu
2836,M,37,Facultate,Nord-Vest,Rural,6714.0,Nu
2837,F,46,Liceu,Sud-Muntenia,Urban,2506.0,Da
2838,F,29,Gimnaziu,Vest,Urban,4461.0,Da
2839,M,40,Masterat,Centru,Rural,6338.0,Da
2840,M,55,Masterat,Sud-Muntenia,Urban,5384.0,Nu
2841,F,44,Liceu,Bucuresti-Ilfov,Rural,4161.0,Nu
2842,M,25,Gimnaziu,Nord-Est,Urban,2532.0,Nu
2843,F,39,Gimnaziu,Vest,Rural,3690.0,Da
2844,F,50,Facultate,Vest,Urban,6576.0,Nu
2845,F,52,Masterat,Sud-Vest Oltenia,Rural,5259.0,Da
2846,F,43,Gimnaziu,Centru,Urban,4143.0,Nu
2847,F,30,Liceu,Bucuresti-Ilfov,Rural,4716.0,Nu
2848,M,41,Masterat,Centru,Rural,6976.0,Nu
2849,F,41,Postliceal,Bucuresti-Ilfov,Urban,6411.0,Nu
2850,M,54,Liceu,Sud-Vest Oltenia,Rural,2788.0,Nu
2851,F,18,Liceu,Centru,Rural,2200.0,Da
2852,F,53,Profesional,Nord-Est,Rural,2549.0,Nu
2853,M,41,Postliceal,Bucuresti-Ilfov,Rural,5203.0,Nu
2854,F,29,Masterat,Centru,Urban,5867.0,Nu
2855,M,18,Liceu,Centru,Rural,2259.0,Nu
2856,F,59,Facultate,Nord-Est,Urban,5736.0,Nu
2857,F,29,Liceu,Sud-Muntenia,Urban,2930.0,Nu
2858,M,24,Liceu,Sud-Est,Urban,3946.0,Nu
2859,F,47,Profesional,Sud-Est,Urban,5450.0,Nu
